"meta:instanceID","StartTime","Device","previos:entrevistador","previos:regiao","idade:idade","social:sexo","social:renda","social:escolaridade","social:cor","social:religiao","frases:frases1","frases:frases2","frases:frases3","frases:frases4","frases:frases5","frases:frases6","frases:frases7","frases:frases8","frases:frases9","frases:frases10","frases:frases11","frases:frases12","frases:frases13","frases:frases14","frases:frases15","frases:frases16","frases:frases17","frases:frases18","frases:frases19","frases:frases20","frases:frases21","informacoes:informacao1","informacoes:informacao2","informacoes:informacao3","informacoes:informacao4","informacoes:manifestacao1","informacoes:manifestacao2","informacoes:manifestacao3","informacoes:manifestacao4","informacoes:esquerda1","informacoes:esquerda2","informacoes:conservador"
"uuid:840857dc-a8bb-4adc-bdd8-a57052e216c9","Tue Oct 11 22:53:31 UTC 2016","ac:d0:74:8d:47:d3","Teste","leste 1","21","Feminino","de R$ 8.800 a R$ 17.600","superior incompleto","outra","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não sei","não sei","não concorda","muito","pouco","muito","pouco","não","não","não","sim","não sei",,"nada conservador(a)"
"uuid:804a2aed-774b-4820-8e89-9c32d7337f0f","Tue Oct 11 23:00:42 UTC 2016","ac:d0:74:df:5b:68","Teste","leste 1","24","Feminino","de R$ 4.400 a R$ 8.800","superior completo","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","muito","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:8c9d60da-050c-4cc1-8f53-cc563aa868f3","Tue Oct 11 23:28:17 UTC 2016","ac:d0:74:c9:d7:95","Teste","leste 2","32","Masculino","de R$ 8.800 a R$ 17.600","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","pouco","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:021e4d9f-b630-4893-a10f-0e01b8fb215f","Thu Oct 13 23:37:29 UTC 2016","66c5a0902c69121d","Teste","centro","21","Masculino","de R$ 8.800 a R$ 17.600","superior incompleto","branca","católica","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não sei","não concorda","muito","muito","muito","pouco","sim","não","sim","sim","de esquerda",,"um pouco conservador(a)"
"uuid:778595a0-0a52-4715-b74f-5a7c54ae21bb","Thu Oct 13 20:36:54 UTC 2016","ac:d0:74:df:5b:68","Teste","centro","25",,,,,"católica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"uuid:32d5bc0d-8a92-46a9-9eba-117769894f21","Sat Oct 15 15:35:02 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","21","Feminino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda",,,"concorda",,"concorda","concorda","concorda",,,"concorda","concorda","concorda","concorda",,,"pouco","nada","pouco","nada","não","não","não","não",,,
"uuid:8a09d05b-5edd-4569-b66b-25de377d53c5","Sat Oct 15 15:41:19 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","40","Masculino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","pouco","nada","não","não","não","não",,,
"uuid:69457bd6-41c1-4764-938e-5dbf711276e1","Sat Oct 15 15:47:14 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","75","Masculino",,,"branca",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda",,"concorda","concorda","concorda",,,"concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não",,,
"uuid:ce58f468-6543-4ad0-ad05-a613526c61a4","Sat Oct 15 15:53:55 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","62","Feminino",,,"parda",,"concorda","concorda","concorda","concorda","concorda",,"concorda",,"concorda",,"concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda",,"nada","nada","pouco","nada","não","não","não","não",,,
"uuid:df1d0ec1-bb7a-4515-b6e2-95e0a0a60582","Sat Oct 15 16:00:42 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","19","Masculino","de R$ 1.760 a R$ 2.640","superior incompleto","parda","evangélica pentecostal","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não sei","concorda","concorda","não concorda","não sei","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","muito","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:0b624aab-1e42-48c4-838d-793bc93d2f8f","Sat Oct 15 16:17:18 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","35","Masculino","até R$ 1.760","médio incompleto","parda","outra","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:d5c9d31a-fbb7-45d9-9e99-72140b2aa887","Sat Oct 15 16:25:44 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","19","Masculino",,,"branca","católica","concorda",,"concorda","concorda","concorda","concorda",,"concorda","concorda",,"concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda",,,"nada","nada","nada","nada","não","não","não","não",,,
"uuid:6a848c11-6149-4712-bf77-f6fe9ecd7de0","Sat Oct 15 16:32:09 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","17","Masculino",,,"branca","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","muito","pouco","nada","não","não","não","não",,,
"uuid:4e4bf7d0-97e2-4951-8c96-9400f2ac6aa2","Sat Oct 15 16:05:41 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","22","Masculino","até R$ 1.760","fundamental completo","parda","evangélica pentecostal","concorda","não sei","concorda","concorda","concorda","concorda","concorda","não sei","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não sei","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:de8d5dd7-eca4-4e9a-97fd-f431ff6bd977","Thu Oct 13 23:27:55 UTC 2016","645b260539810ef6","Bruna","norte 2","18","Masculino","até R$ 1.760","médio completo","parda","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda",,,"concorda",,"concorda","concorda","concorda","concorda","concorda","concorda",,"concorda",,,"concorda","muito","muito","muito","muito","sim","não","sim","não",,,
"uuid:72f110c2-6440-4e3c-b098-e2fe4facdc85","Sat Oct 15 15:34:46 UTC 2016","645b260539810ef6","Bruna Antunes","norte 2","26","Masculino","até R$ 1.760","médio completo","parda","nenhuma","não sei","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","pouco","nada","não",,,"não","nada disso",,"um pouco conservador(a)"
"uuid:2af6a195-0c24-4e0a-9388-2755d9b47ef6","Sat Oct 15 15:41:10 UTC 2016","645b260539810ef6","Bruna","norte 2","57","Feminino","de R$ 1.760 a R$ 2.640","médio completo","parda","espírita/kardecista","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não sei","não concorda","não sei","concorda","concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","pouco","nada","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:03cbb540-eb5a-491e-a2d0-57ca50d87c70","Sat Oct 15 16:22:12 UTC 2016","ac:d0:74:78:6f:7c","Jose Filipe","oeste 1","31","Feminino",,,"branca",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","pouco","nada","não","não","não","não",,,
"uuid:0def2bae-b068-496f-b776-e292841384ba","Sat Oct 15 16:51:00 UTC 2016","ac:d0:74:76:78:ea","Gabriela","sul 2","54","Feminino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","nada","nada","nada","nada","não","não","não","não","não sei",,"muito conservador(a)"
"uuid:04a75e97-ccf4-4e7f-9be4-597e83e741cd","Sat Oct 15 17:00:42 UTC 2016","ac:d0:74:76:78:ea","Gabriela","sul 2","19","Feminino","de R$ 4.400 a R$ 8.800","superior incompleto","branca","evangélica pentecostal","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","pouco","pouco","pouco","nada","não","não","não","não",,,
"uuid:01e5325f-cb2d-463b-a948-1a796ada89dc","Sat Oct 15 17:08:06 UTC 2016","ac:d0:74:78:6e:22","Teste","norte 2","16","Masculino","de R$ 2.640 a R$ 4.400","médio incompleto","branca","umbanda","não concorda","não sei","não sei","não sei","não concorda","não concorda","não concorda","não concorda","não sei","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não me lembro","de esquerda","mais de esquerda","um pouco conservador(a)"
"uuid:963e632c-7883-42d3-81d4-785fc4b55bd8","Sat Oct 15 14:13:35 UTC 2016","ac:d0:74:78:6f:7c","Jose Filipe Roque","oeste 1","52","Masculino",,,"parda",,"concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","muito","muito","muito","sim","sim","não","não",,,
"uuid:e2b937d2-f35f-4f0c-8f07-3a062bbebc28","Sat Oct 15 14:21:42 UTC 2016","ac:d0:74:78:6f:7c","Jose Filipe","oeste 1","16","Feminino",,,"parda","católica","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","muito","pouco","muito","muito","não","não","não","não",,,
"uuid:4c69d98e-eba6-433e-871c-765f4a554846","Sat Oct 15 14:27:21 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","26","Masculino",,,"branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","pouco","muito","pouco","não","sim","não","não",,,
"uuid:c5302934-368e-4613-9a92-72cacb82c699","Sat Oct 15 14:35:49 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","30","Masculino",,,"outra","outra","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda",,"muito","muito","muito","muito","sim","não","sim","sim",,,
"uuid:362aaadc-02f0-4f9a-97a9-23b5b8504464","Sat Oct 15 14:45:42 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","21","Masculino",,,"preta","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","pouco","muito","muito","sim","não","não","sim",,,
"uuid:8bbc3373-a117-45ae-b607-c938fced2b23","Sat Oct 15 14:57:54 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","38","Feminino",,,"branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","nada","pouco","nada","não","não","não","não",,,
"uuid:36e5006a-e5c5-4c57-86ec-59659c530988","Sat Oct 15 15:13:04 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","57","Feminino","de R$ 1.760 a R$ 2.640","superior completo","branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","pouco","pouco","nada","não","não","não","não","de direita",,"nada conservador(a)"
"uuid:ab3bc0a4-8394-4ad2-9cc4-4b46c932b066","Sat Oct 15 15:22:18 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","21","Masculino","de R$ 8.800 a R$ 17.600","superior incompleto","amarela","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não sei","não concorda","não concorda","não concorda","não concorda","não concorda","muito","nada","muito","pouco","sim","não","não me lembro","não","de centro","mais de esquerda","nada conservador(a)"
"uuid:532e2446-db0a-4ed7-9f7c-fb2d827b87d8","Sat Oct 15 15:31:04 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","20","Feminino",,,"branca","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"muito","nada","muito","pouco","não","não","não","não",,,
"uuid:4a380bbe-cf90-49d4-8e64-37344ebf3331","Sat Oct 15 15:51:39 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","23","Masculino","de R$ 4.400 a R$ 8.800","superior completo","preta","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","nada","muito","nada","não","não","não","não","de esquerda",,"nada conservador(a)"
"uuid:4209ce1a-45d9-4d45-b2ab-5d5eadc0fa38","Sat Oct 15 16:01:25 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","50","Masculino",,,"branca","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","pouco","nada","nada","sim","sim","não","sim",,,
"uuid:b7b9eba9-f082-4db1-85a8-0fb39c56e03d","Sat Oct 15 16:14:27 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","28","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","branca","espírita/kardecista","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não sei","não concorda","pouco","nada","pouco","pouco","não","não","não","não","de centro","mais de esquerda","nada conservador(a)"
"uuid:818f8d31-9eed-4657-86b8-3c0fd22d02fc","Sat Oct 15 16:29:05 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","50","Feminino","de R$ 2.640 a R$ 4.400","superior incompleto","branca","evangélica pentecostal","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não sei","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","muito","muito","muito","muito","não","não","não","sim","nada disso",,"nada conservador(a)"
"uuid:22db68a3-7047-4b8b-8ba5-bad048ef7a8c","Sat Oct 15 16:34:41 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","52","Masculino","de R$ 2.640 a R$ 4.400","médio completo","preta","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","pouco","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:281f4aca-9d3c-4a3c-bb7d-9254fd944581","Sat Oct 15 16:43:27 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","65","Masculino","de R$ 4.400 a R$ 8.800","médio completo","parda","católica","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","nada","muito","muito","nada","não","não","não","não","de centro","mais de esquerda","muito conservador(a)"
"uuid:4f6a3772-1758-4062-9ba0-91f1e417c3d2","Sat Oct 15 16:52:08 UTC 2016","ac:d0:74:78:6f:7c","Jose filipe","oeste 1","64","Masculino","de R$ 8.800 a R$ 17.600","superior completo","branca","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não concorda","não concorda","concorda","concorda","concorda","muito","muito","muito","muito","sim","sim","não","sim","não sei",,"nada conservador(a)"
"uuid:cddf59aa-b8f5-4ff6-b255-ebd7532581d0","Sat Oct 15 14:12:44 UTC 2016","d267129b961124d4","Lucas","oeste 1","30","Masculino","de R$ 8.800 a R$ 17.600","superior completo","parda","católica","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","muito","muito","muito","pouco","não","sim","não","não","nada disso",,"muito conservador(a)"
"uuid:24ce2d78-be76-4871-8748-a11241692cb8","Sat Oct 15 14:23:49 UTC 2016","d267129b961124d4","Lucas","oeste 1","22","Masculino","de R$ 2.640 a R$ 4.400","médio completo","parda","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","muito","muito","pouco","pouco","sim","sim","não","sim","de direita",,"um pouco conservador(a)"
"uuid:11813126-a384-446e-bace-f275581d3b4f","Sat Oct 15 14:29:29 UTC 2016","d267129b961124d4","Lucas","oeste 1","19","Feminino",,"superior incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","não sei","concorda","concorda","não sei","não sei","não concorda","não concorda","não concorda","não sei","não sei","não sei","não concorda","não concorda","não sei","não concorda","pouco","nada","muito","pouco","sim","não","não","sim","nada disso",,"nada conservador(a)"
"uuid:ecabd234-ca80-4d0e-b9fd-6f18e7e325d3","Sat Oct 15 14:39:29 UTC 2016","d267129b961124d4","Lucas","oeste 1","49","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","muito","muito","muito","muito","sim","não","sim","sim","de esquerda",,"muito conservador(a)"
"uuid:d236d689-8de7-4824-9f7c-16d337ec3e21","Sat Oct 15 14:45:45 UTC 2016","d267129b961124d4","Lucas","oeste 1","19","Feminino","de R$ 4.400 a R$ 8.800","superior incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","de esquerda",,"nada conservador(a)"
"uuid:1765641b-1171-4aa3-9b8d-59802a0965e4","Sat Oct 15 15:10:44 UTC 2016","d267129b961124d4","Lucas","oeste 1","30","Masculino","de R$ 4.400 a R$ 8.800","superior completo","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","muito","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:9c13676b-cd77-4c6f-98b9-a94c14e180b5","Sat Oct 15 15:17:30 UTC 2016","d267129b961124d4","Lucas","oeste 1","33","Masculino","de R$ 2.640 a R$ 4.400","fundamental completo","preta","evangélica pentecostal","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","nada","pouco","nada","nada","sim","sim","sim","não","nada disso",,"um pouco conservador(a)"
"uuid:94348bb8-7399-4b24-8953-1ce3fa7be43d","Sat Oct 15 15:22:21 UTC 2016","d267129b961124d4","Lucas","oeste 1","22","Masculino","acima de R$ 17.600","superior incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","não sei","não sei","concorda","não sei","concorda","não concorda","não concorda","não concorda","não sei","concorda","concorda","não concorda","concorda","concorda","não concorda","muito","muito","muito","pouco","não","não","sim","não","de esquerda",,"nada conservador(a)"
"uuid:e871f3d0-0d42-4512-be36-69920c6631b6","Sat Oct 15 15:28:38 UTC 2016","d267129b961124d4","Lucas","oeste 1","30","Feminino","de R$ 1.760 a R$ 2.640","superior completo","parda","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não sei","concorda","não concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","concorda","não concorda","pouco","pouco","muito","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:d31e807a-e57a-44de-9fb9-b5797db407f7","Sat Oct 15 15:34:46 UTC 2016","d267129b961124d4","Lucas","oeste 1","40","Masculino","de R$ 2.640 a R$ 4.400","médio completo","parda","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","nada","pouco","pouco","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:6e12addf-7848-44c3-902e-113e320f2241","Sat Oct 15 15:50:59 UTC 2016","d267129b961124d4","Lucas","oeste 1","30","Masculino","de R$ 8.800 a R$ 17.600","superior completo","parda","outra","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","muito","muito","muito","pouco","sim","não","sim","sim","de esquerda",,"um pouco conservador(a)"
"uuid:43e596db-45bd-44bb-8e0f-2a1271b8de2a","Sat Oct 15 15:55:38 UTC 2016","d267129b961124d4","Lucas","oeste 1","63","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","branca","espírita/kardecista","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","muito","nada","muito","nada","não","não","não","não","de centro","mais de direita","muito conservador(a)"
"uuid:5c42a171-8095-4c95-8d9a-34f9020893f7","Sat Oct 15 16:04:30 UTC 2016","d267129b961124d4","Lucas","oeste 1","57","Masculino","de R$ 2.640 a R$ 4.400","superior completo","branca","nenhuma","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","pouco","nada","pouco","nada","não","não","não","não","de centro","não sei","nada conservador(a)"
"uuid:a505c8e8-47e2-45a1-82b0-7c522a21868e","Sat Oct 15 16:20:18 UTC 2016","d267129b961124d4","Lucas","oeste 1","52","Masculino","de R$ 2.640 a R$ 4.400","médio completo","branca","espírita/kardecista","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","pouco","muito","muito","nada","não","não","não","não","de centro","mais de esquerda","muito conservador(a)"
"uuid:6acaa582-66b8-4403-a83d-ce03ffb44a2b","Sat Oct 15 16:42:59 UTC 2016","d267129b961124d4","Lucas","oeste 1","34","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","muito","pouco","nada","não","não","não","não",,,
"uuid:8634fda3-ba95-4b44-974c-ff0477e5a27e","Sat Oct 15 16:48:05 UTC 2016","d267129b961124d4","Lucas","oeste 1","18","Masculino","até R$ 1.760","superior incompleto","parda","nenhuma","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","de centro","mais de direita","muito conservador(a)"
"uuid:70131592-c765-41aa-938c-d40588939308","Sat Oct 15 17:01:59 UTC 2016","d267129b961124d4","Lucas","oeste 1","46","Masculino",,"fundamental incompleto","parda","nenhuma","não sei","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não","não sei",,"não sei"
"uuid:99dfcfce-6577-41e0-bc02-66a5ae64a542","Sat Oct 15 14:58:05 UTC 2016","d267129b961124d4","Lucas","oeste 1","64","Feminino","até R$ 1.760","médio completo","branca","católica","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","nada","muito","nada","nada","não","não","não","não","de centro","mais de direita","um pouco conservador(a)"
"uuid:66d6b87f-04bf-426f-96e5-e21a6cd82677","Sat Oct 15 17:33:27 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","59","Feminino","de R$ 2.640 a R$ 4.400","fundamental incompleto","parda","evangélica não pentecostal","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:9f1ff06f-a228-455a-950e-7a17119571c0","Sat Oct 15 17:40:13 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","24","Feminino","até R$ 1.760","médio completo","parda","católica","não concorda","não concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não sei","concorda","concorda","concorda","não sei","concorda","concorda","concorda","concorda","não concorda","concorda","não sei","concorda","pouco","pouco","nada","nada","sim","sim","não","não","nada disso",,"um pouco conservador(a)"
"uuid:43fcd5b2-4179-4103-81c9-16dddb3acbce","Sat Oct 15 17:44:47 UTC 2016","ac:d0:74:78:6e:22","Marcelo","norte 2","21","Masculino","de R$ 4.400 a R$ 8.800","médio completo","branca","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","pouco","pouco","muito","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
